                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 0.9342,                0.87443,                 1.4094,                 0.7245,                0.70266,                0.75008,                0.51591,                 1.1331,                 1.2129,                 1.5636,              0.0004349,              0.0004349,              0.0004349
                     24,                0.92528,                0.86716,                 1.4083,                0.80494,                 0.6341,                0.76888,                0.54092,                 1.1007,                 1.1684,                 1.5985,              0.0004294,              0.0004294,              0.0004294
                     25,                 0.9244,                0.83027,                   1.41,                0.76438,                0.66252,                0.71556,                0.51265,                0.96526,                 1.2934,                  1.515,             0.00042389,             0.00042389,             0.00042389
                     26,                 0.9114,                0.80923,                 1.4011,                0.80897,                  0.702,                0.78024,                0.52147,                 1.2231,                 1.1701,                 1.6626,             0.00041839,             0.00041839,             0.00041839
                     27,                0.92638,                0.84376,                 1.4156,                0.78423,                0.72125,                 0.7646,                 0.5569,                 1.0278,                  1.063,                 1.5293,             0.00041289,             0.00041289,             0.00041289
                     28,                0.90075,                0.79213,                 1.3984,                0.70825,                0.76214,                0.80038,                 0.5483,                 1.2006,                 1.1315,                 1.6398,             0.00040738,             0.00040738,             0.00040738
                     29,                0.89673,                0.79648,                  1.399,                0.73075,                0.71494,                0.79537,                0.57428,                 1.0565,                 1.1179,                 1.5824,             0.00040188,             0.00040188,             0.00040188
                     30,                0.89179,                0.77519,                 1.3858,                  0.756,                0.74587,                0.79313,                0.49543,                 1.4241,                 1.0915,                  1.764,             0.00039637,             0.00039637,             0.00039637
                     31,                0.89019,                0.76877,                  1.367,                 0.7723,                0.72911,                0.79632,                0.59313,                0.97592,                 1.0335,                 1.4828,             0.00039087,             0.00039087,             0.00039087
                     32,                0.86075,                0.73619,                 1.3475,                0.67398,                0.74484,                0.76038,                0.56306,                 1.0094,                 1.0479,                 1.5222,             0.00038536,             0.00038536,             0.00038536
                     33,                0.86971,                0.74516,                 1.3541,                0.68135,                0.73756,                  0.765,                0.53288,                 1.1356,                 1.1059,                 1.6003,             0.00037986,             0.00037986,             0.00037986
                     34,                0.86319,                0.75034,                 1.3577,                0.76467,                0.75995,                0.81007,                0.55964,                 1.1649,                 1.0424,                 1.6166,             0.00037435,             0.00037435,             0.00037435
                     35,                 0.8457,                 0.7199,                 1.3391,                0.79228,                0.74791,                 0.8048,                0.58293,                 1.0479,                0.91511,                 1.4882,             0.00036885,             0.00036885,             0.00036885
                     36,                0.83718,                0.70174,                 1.3265,                0.71176,                0.74243,                0.78543,                0.56153,                 1.1612,                0.98302,                  1.658,             0.00036335,             0.00036335,             0.00036335
                     37,                0.82662,                0.69433,                 1.3189,                0.80642,                0.73686,                0.80104,                0.57705,                 1.0238,                0.93386,                 1.4554,             0.00035784,             0.00035784,             0.00035784
                     38,                0.81774,                0.69021,                 1.3251,                0.74864,                0.74796,                0.82323,                0.58959,                 1.1644,                0.99518,                 1.7359,             0.00035234,             0.00035234,             0.00035234
                     39,                0.83696,                0.69751,                 1.3516,                0.75246,                0.75109,                 0.8281,                0.61032,                0.99825,                0.96522,                 1.5454,             0.00034683,             0.00034683,             0.00034683
                     40,                0.82423,                0.67488,                 1.3251,                0.75802,                0.75347,                0.78371,                0.56795,                 1.1146,                 1.1231,                 1.6296,             0.00034133,             0.00034133,             0.00034133
                     41,                0.80897,                0.67272,                 1.3204,                0.77754,                0.72986,                0.79535,                0.58515,                  1.063,                0.99305,                  1.603,             0.00033582,             0.00033582,             0.00033582
                     42,                 0.8096,                0.66268,                 1.3267,                0.80407,                 0.7261,                 0.7819,                0.59133,                0.95763,                 1.0773,                 1.5415,             0.00033032,             0.00033032,             0.00033032
                     43,                0.80489,                0.66398,                 1.3273,                0.78909,                 0.7447,                 0.7985,                0.58972,                 1.0283,                0.92923,                  1.603,             0.00032482,             0.00032482,             0.00032482
                     44,                0.78982,                 0.6473,                 1.3165,                0.72687,                0.74449,                0.75566,                 0.5714,                0.97772,                 1.1403,                 1.4734,             0.00031931,             0.00031931,             0.00031931
                     45,                 0.7983,                0.65765,                 1.3069,                0.80683,                0.66995,                0.76305,                0.56528,                0.95961,                 1.1032,                 1.5183,             0.00031381,             0.00031381,             0.00031381
                     46,                0.79974,                0.65288,                  1.317,                0.79365,                0.74692,                0.81167,                0.59107,                 1.0407,                0.98553,                 1.5577,              0.0003083,              0.0003083,              0.0003083
                     47,                0.77483,                0.62457,                 1.2899,                0.70886,                0.76043,                0.76437,                0.57904,                0.94023,                 1.0139,                 1.4822,              0.0003028,              0.0003028,              0.0003028
                     48,                0.77303,                0.61399,                 1.2836,                0.76024,                0.75184,                0.80224,                0.59099,                 1.0843,                 1.0092,                 1.5857,             0.00029729,             0.00029729,             0.00029729
                     49,                0.77357,                0.62582,                  1.277,                0.76601,                0.70916,                0.78459,                0.58823,                0.98398,                 1.0586,                 1.4723,             0.00029179,             0.00029179,             0.00029179
                     50,                0.76577,                0.60014,                 1.2712,                0.78238,                0.73054,                0.77126,                0.60173,                0.92496,                 1.0311,                 1.4769,             0.00028628,             0.00028628,             0.00028628
                     51,                 0.7574,                0.60367,                 1.2692,                0.78754,                0.70543,                0.79665,                0.62021,                0.98485,                 1.0428,                 1.5534,             0.00028078,             0.00028078,             0.00028078
                     52,                0.74948,                0.60723,                 1.2751,                0.79374,                   0.74,                0.81448,                0.57796,                 1.1236,                 1.0283,                 1.6628,             0.00027528,             0.00027528,             0.00027528
                     53,                0.74253,                0.59381,                 1.2664,                0.78916,                0.72891,                0.79642,                0.60092,                0.97304,                 1.0272,                 1.5764,             0.00026977,             0.00026977,             0.00026977
                     54,                0.75677,                0.57675,                 1.2619,                0.79537,                0.71916,                0.80937,                0.62752,                0.93513,                 1.0083,                 1.5411,             0.00026427,             0.00026427,             0.00026427
                     55,                0.73688,                0.58848,                 1.2715,                0.82348,                0.73231,                 0.8143,                0.60453,                 1.0036,                0.93213,                 1.5173,             0.00025876,             0.00025876,             0.00025876
                     56,                0.73412,                 0.5723,                 1.2465,                0.78163,                0.73937,                0.80548,                0.63212,                0.86223,                0.99498,                 1.3894,             0.00025326,             0.00025326,             0.00025326
                     57,                0.72764,                0.56748,                 1.2513,                0.72075,                0.79714,                0.80783,                  0.625,                0.96686,                0.88857,                  1.533,             0.00024775,             0.00024775,             0.00024775
                     58,                0.71916,                0.56346,                 1.2509,                0.70338,                0.77875,                0.80048,                0.60871,                0.94625,                 1.0166,                 1.5475,             0.00024225,             0.00024225,             0.00024225
                     59,                0.71945,                0.57134,                 1.2447,                0.78232,                0.73152,                0.80212,                0.61559,                0.97535,                 1.0392,                 1.4998,             0.00023674,             0.00023674,             0.00023674
                     60,                 0.7062,                0.53725,                 1.2288,                0.82366,                 0.7373,                0.83619,                0.62959,                0.95596,                0.89287,                 1.4967,             0.00023124,             0.00023124,             0.00023124
                     61,                0.71065,                0.54513,                 1.2311,                0.76927,                0.79037,                0.81001,                 0.6314,                0.94781,                 0.9769,                 1.5592,             0.00022574,             0.00022574,             0.00022574
                     62,                0.70033,                 0.5449,                 1.2266,                0.75313,                0.77779,                0.79208,                0.59019,                0.96967,                0.95015,                 1.5046,             0.00022023,             0.00022023,             0.00022023
                     63,                0.69991,                0.53276,                 1.2203,                0.79876,                0.73868,                0.82567,                0.63255,                0.95355,                0.91626,                 1.5153,             0.00021473,             0.00021473,             0.00021473
                     64,                   0.68,                 0.5334,                 1.2052,                0.78079,                0.74365,                0.83023,                0.64112,                0.91664,                0.96263,                 1.4529,             0.00020922,             0.00020922,             0.00020922
                     65,                0.69804,                0.51885,                 1.2269,                0.72789,                0.78098,                0.81907,                0.62269,                0.95875,                0.95381,                 1.4526,             0.00020372,             0.00020372,             0.00020372
                     66,                0.68415,                0.51192,                 1.2202,                0.80355,                 0.7105,                0.80373,                0.61087,                0.93768,                0.98763,                 1.5215,             0.00019821,             0.00019821,             0.00019821
                     67,                0.67221,                0.50777,                 1.2093,                0.76848,                0.74926,                 0.7798,                 0.6035,                0.94652,                 1.0321,                 1.5407,             0.00019271,             0.00019271,             0.00019271
                     68,                0.68153,                0.52163,                 1.2213,                0.79705,                0.71034,                0.78299,                0.60683,                0.94361,                 1.0335,                 1.5278,             0.00018721,             0.00018721,             0.00018721
                     69,                0.67966,                0.51132,                 1.2111,                0.77046,                0.78371,                0.80785,                0.61187,                 1.0151,                 0.9615,                 1.5553,              0.0001817,              0.0001817,              0.0001817
                     70,                0.67502,                0.50404,                 1.2146,                0.74077,                0.75082,                0.77992,                0.60097,                0.95355,                0.96093,                 1.4898,              0.0001762,              0.0001762,              0.0001762
                     71,                0.66013,                0.50131,                 1.1908,                 0.8095,                0.74036,                0.78139,                0.59302,                 0.9739,                0.98482,                 1.5043,             0.00017069,             0.00017069,             0.00017069
                     72,                0.65122,                0.49286,                 1.1912,                0.77192,                0.68731,                 0.7924,                0.59306,                0.97268,                 1.0926,                 1.5253,             0.00016519,             0.00016519,             0.00016519
                     73,                0.65302,                 0.4893,                 1.1911,                0.75328,                0.73527,                0.77449,                0.59419,                 1.0387,                 1.0901,                  1.561,             0.00015968,             0.00015968,             0.00015968
                     74,                 0.6715,                0.49715,                 1.2015,                0.80245,                0.72851,                0.80139,                0.62859,                0.90759,                 1.0193,                 1.4505,             0.00015418,             0.00015418,             0.00015418
                     75,                0.64339,                0.48759,                 1.1757,                0.78206,                0.74028,                 0.8005,                0.60966,                0.91543,                 1.0382,                 1.4308,             0.00014867,             0.00014867,             0.00014867
                     76,                0.64332,                0.48145,                 1.1859,                0.75916,                0.77215,                0.79731,                0.60716,                 1.0106,                0.96922,                 1.5516,             0.00014317,             0.00014317,             0.00014317
                     77,                0.61497,                0.46186,                 1.1659,                0.83337,                0.70817,                0.80886,                0.64004,                0.88627,                 1.0043,                 1.4639,             0.00013767,             0.00013767,             0.00013767
                     78,                0.64445,                0.47685,                 1.1972,                0.72894,                 0.7168,                0.76945,                0.59457,                0.95473,                 1.1366,                 1.5198,             0.00013216,             0.00013216,             0.00013216
                     79,                0.63706,                0.47014,                 1.1832,                0.74854,                0.77792,                0.81469,                0.62555,                0.99506,                 1.0097,                  1.574,             0.00012666,             0.00012666,             0.00012666
                     80,                0.62204,                0.45017,                 1.1812,                0.78375,                0.75754,                0.81928,                 0.6409,                0.92157,                 0.9866,                 1.5071,             0.00012115,             0.00012115,             0.00012115
                     81,                0.61106,                0.44073,                 1.1718,                0.79176,                0.74171,                0.80931,                0.63589,                0.89928,                0.95934,                 1.4537,             0.00011565,             0.00011565,             0.00011565
                     82,                0.61486,                0.45022,                 1.1693,                0.74625,                0.77036,                0.80728,                0.62984,                0.90038,                0.98778,                  1.434,             0.00011014,             0.00011014,             0.00011014
                     83,                0.61148,                0.44293,                 1.1707,                 0.8029,                0.72966,                0.81841,                 0.6416,                0.87819,                0.97856,                 1.4205,             0.00010464,             0.00010464,             0.00010464
                     84,                0.60722,                0.45259,                 1.1602,                0.80396,                0.73465,                0.82875,                0.65748,                0.89392,                0.93303,                 1.4585,             9.9135e-05,             9.9135e-05,             9.9135e-05
                     85,                0.60359,                0.43915,                 1.1741,                0.81918,                0.69242,                0.81196,                0.63906,                0.90714,                0.94991,                 1.4718,              9.363e-05,              9.363e-05,              9.363e-05
                     86,                 0.5953,                0.43604,                  1.159,                0.77983,                0.71298,                 0.8213,                0.64381,                0.89287,                0.97239,                 1.4563,             8.8126e-05,             8.8126e-05,             8.8126e-05
                     87,                0.59694,                0.43264,                 1.1654,                0.80634,                0.72053,                0.80843,                0.62976,                0.92766,                0.92261,                 1.5551,             8.2622e-05,             8.2622e-05,             8.2622e-05
                     88,                0.59855,                0.43806,                 1.1614,                0.75242,                0.73604,                0.80386,                0.63187,                 0.9167,                 1.0318,                 1.4995,             7.7117e-05,             7.7117e-05,             7.7117e-05
                     89,                0.58104,                0.42116,                 1.1486,                0.74073,                0.77417,                0.80739,                0.65063,                0.87917,                0.95194,                 1.5036,             7.1613e-05,             7.1613e-05,             7.1613e-05
                     90,                0.58422,                0.42274,                 1.1557,                0.76652,                0.74436,                0.81616,                0.63243,                0.94411,                0.96283,                 1.5573,             6.6108e-05,             6.6108e-05,             6.6108e-05
                     91,                0.52231,                0.30112,                 1.1246,                0.80058,                0.70988,                0.79343,                0.60364,                0.98652,                0.93552,                 1.6288,             6.0604e-05,             6.0604e-05,             6.0604e-05
                     92,                0.51891,                0.29281,                 1.1245,                0.74762,                0.73678,                0.78731,                0.60486,                0.95441,                0.97566,                 1.5767,               5.51e-05,               5.51e-05,               5.51e-05
                     93,                0.50186,                0.28547,                 1.1029,                0.73303,                0.75762,                0.79489,                0.61636,                 0.9497,                0.93411,                  1.635,             4.9595e-05,             4.9595e-05,             4.9595e-05
                     94,                0.50366,                0.27749,                 1.1028,                0.73521,                0.76927,                0.78894,                0.60403,                 0.9658,                0.97046,                 1.6448,             4.4091e-05,             4.4091e-05,             4.4091e-05
                     95,                0.48527,                0.27181,                 1.0915,                0.72721,                0.75781,                0.78438,                0.60475,                0.95266,                 0.9562,                 1.6545,             3.8586e-05,             3.8586e-05,             3.8586e-05
                     96,                0.48057,                0.26487,                 1.0824,                0.78571,                0.71426,                0.79496,                0.61528,                0.92807,                0.98453,                 1.6276,             3.3082e-05,             3.3082e-05,             3.3082e-05
                     97,                0.47336,                0.26389,                 1.0675,                0.77975,                0.72926,                0.80967,                0.62385,                0.95777,                0.98389,                 1.6262,             2.7578e-05,             2.7578e-05,             2.7578e-05
                     98,                0.46808,                0.25233,                 1.0593,                0.76304,                0.74592,                0.79605,                0.61081,                0.94301,                0.98632,                 1.6283,             2.2073e-05,             2.2073e-05,             2.2073e-05
                     99,                0.46463,                0.25139,                 1.0542,                0.79793,                0.73065,                0.79791,                0.60752,                0.97704,                0.99781,                 1.6606,             1.6569e-05,             1.6569e-05,             1.6569e-05
                    100,                0.46855,                0.26089,                 1.0807,                0.79069,                0.72643,                0.79022,                0.61874,                0.94473,                0.99821,                 1.6376,             1.1064e-05,             1.1064e-05,             1.1064e-05
