                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.84652,                0.74551,                 1.2982,                0.61539,                0.73025,                0.68795,                0.46214,                 1.2491,                 1.1842,                  1.811,             0.00027508,             0.00027508,             0.00027508
                     78,                0.84512,                 0.7426,                 1.2991,                 0.6989,                0.62275,                0.68966,                0.47343,                 1.2261,                 1.1999,                 1.7885,             0.00026408,             0.00026408,             0.00026408
                     79,                0.83891,                0.74157,                 1.2997,                0.63294,                0.71859,                0.70757,                0.48316,                  1.251,                 1.1604,                 1.8134,             0.00025309,             0.00025309,             0.00025309
                     80,                0.83734,                0.74689,                 1.2968,                0.68276,                0.66036,                 0.6991,                0.47223,                 1.2457,                 1.1993,                 1.8107,             0.00024209,             0.00024209,             0.00024209
                     81,                 0.8351,                0.73654,                 1.2894,                0.63551,                0.69717,                0.69006,                0.46503,                 1.2626,                 1.1588,                 1.8256,             0.00023109,             0.00023109,             0.00023109
                     82,                0.83221,                0.73082,                 1.2869,                0.63999,                 0.7167,                0.70067,                0.47094,                 1.2502,                 1.1621,                 1.8198,             0.00022009,             0.00022009,             0.00022009
                     83,                0.80846,                 0.7066,                 1.2644,                 0.6608,                0.70537,                0.69912,                0.47543,                 1.2465,                 1.1708,                 1.8071,             0.00020909,             0.00020909,             0.00020909
                     84,                0.81156,                0.69786,                 1.2666,                0.63184,                0.72549,                0.69981,                0.46822,                  1.283,                  1.158,                 1.8528,             0.00019809,             0.00019809,             0.00019809
                     85,                0.81237,                0.70563,                 1.2769,                0.61887,                0.75384,                0.71292,                0.48627,                 1.2524,                 1.1433,                 1.8123,             0.00018709,             0.00018709,             0.00018709
                     86,                0.80603,                0.68703,                 1.2569,                  0.611,                0.74511,                0.69772,                0.47552,                 1.2421,                 1.1631,                 1.8033,             0.00017609,             0.00017609,             0.00017609
                     87,                0.80302,                0.69017,                  1.258,                0.65814,                0.66971,                0.69416,                0.47361,                 1.2366,                 1.1872,                  1.801,             0.00016509,             0.00016509,             0.00016509
                     88,                0.80472,                0.69423,                 1.2595,                0.65789,                0.70872,                0.70511,                 0.4773,                 1.2694,                 1.1713,                 1.8578,              0.0001541,              0.0001541,              0.0001541
                     89,                0.80548,                0.68736,                 1.2708,                0.64159,                0.70837,                0.70219,                0.47601,                 1.2554,                 1.2051,                 1.8331,              0.0001431,              0.0001431,              0.0001431
                     90,                0.78744,                 0.6764,                 1.2545,                0.64189,                0.69376,                0.69112,                0.47413,                 1.2397,                 1.2381,                 1.8147,              0.0001321,              0.0001321,              0.0001321
                     91,                0.70162,                0.57437,                 1.2196,                0.64157,                 0.6828,                0.69007,                0.46583,                 1.2634,                 1.1673,                 1.8556,              0.0001211,              0.0001211,              0.0001211
                     92,                0.68126,                 0.5397,                 1.2079,                0.64479,                0.69922,                0.68515,                0.46174,                 1.2609,                 1.1745,                 1.8628,              0.0001101,              0.0001101,              0.0001101
                     93,                   0.68,                0.53701,                 1.1873,                0.64671,                 0.7064,                 0.6818,                0.46069,                 1.2703,                 1.1843,                 1.8755,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.66338,                0.51231,                  1.185,                0.66076,                0.69424,                0.69525,                0.47211,                 1.2513,                 1.1943,                 1.8583,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.65329,                0.51016,                 1.1778,                0.65337,                0.70065,                0.68849,                0.46841,                 1.2539,                 1.2079,                 1.8675,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.65598,                0.50037,                 1.1884,                0.65217,                0.70393,                 0.6946,                 0.4717,                 1.2566,                 1.1977,                 1.8698,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.63834,                0.48712,                 1.1698,                0.65611,                0.71715,                0.69661,                0.47073,                  1.264,                 1.1871,                  1.887,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                 0.6356,                0.47968,                  1.171,                0.65994,                0.71171,                0.69542,                 0.4727,                 1.2617,                 1.1982,                 1.8774,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                0.63299,                0.47454,                 1.1676,                0.67234,                0.69543,                0.69741,                0.47522,                  1.258,                 1.1822,                 1.8931,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                 0.6323,                0.47078,                 1.1631,                0.66152,                0.70377,                0.69197,                0.47046,                 1.2678,                 1.1978,                 1.8904,             2.2109e-05,             2.2109e-05,             2.2109e-05
