                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                 1.9058,                 1.5436,                 2.2201,                0.75416,                0.70785,                0.78145,                0.58282,                 2.0236,                 1.7231,                 2.2934,               0.004357,               0.004357,               0.004357
                     59,                 1.9028,                 1.5138,                 2.2109,                0.79572,                0.68259,                0.77713,                0.58447,                 2.0234,                 1.7253,                 2.2936,               0.004258,               0.004258,               0.004258
                     60,                 1.9068,                 1.5171,                 2.2062,                 0.7711,                0.70883,                0.78576,                0.58709,                 2.0177,                 1.7069,                 2.2936,               0.004159,               0.004159,               0.004159
                     61,                 1.8921,                  1.481,                 2.2044,                0.78275,                0.69222,                0.78509,                0.59072,                 2.0148,                 1.7091,                 2.2872,                0.00406,                0.00406,                0.00406
                     62,                 1.8795,                 1.4719,                 2.1992,                0.76207,                 0.7229,                0.78879,                0.59163,                 2.0198,                 1.6871,                 2.2915,               0.003961,               0.003961,               0.003961
                     63,                 1.8766,                 1.4661,                 2.1952,                0.75739,                 0.7213,                0.78332,                0.58687,                 2.0135,                  1.682,                 2.2814,               0.003862,               0.003862,               0.003862
                     64,                 1.8529,                 1.4327,                 2.1851,                0.76952,                0.71593,                 0.7866,                 0.5938,                 1.9746,                 1.7124,                 2.2349,               0.003763,               0.003763,               0.003763
                     65,                 1.8573,                 1.4355,                 2.1835,                0.79681,                0.70493,                0.78895,                0.59238,                 2.0049,                 1.6863,                 2.2735,               0.003664,               0.003664,               0.003664
                     66,                 1.8466,                 1.4342,                 2.1819,                0.77258,                0.71648,                0.79324,                0.60068,                 2.0043,                  1.703,                 2.2722,               0.003565,               0.003565,               0.003565
                     67,                 1.8279,                  1.402,                 2.1772,                0.78166,                 0.7118,                0.79124,                0.59853,                 2.0008,                 1.7275,                 2.2808,               0.003466,               0.003466,               0.003466
                     68,                 1.8257,                 1.3968,                 2.1639,                0.77388,                0.70546,                0.78994,                0.59423,                 2.0034,                 1.7201,                 2.2802,               0.003367,               0.003367,               0.003367
                     69,                  1.807,                 1.3863,                 2.1666,                0.76644,                0.71607,                0.78672,                 0.5938,                 2.0065,                 1.7164,                 2.2883,               0.003268,               0.003268,               0.003268
                     70,                 1.8033,                 1.3527,                 2.1606,                0.80108,                0.69946,                0.78927,                0.59889,                 2.0093,                 1.7244,                  2.287,               0.003169,               0.003169,               0.003169
                     71,                 1.8031,                 1.3671,                 2.1666,                0.73105,                 0.7463,                0.79743,                0.60293,                 2.0134,                 1.7091,                 2.2892,                0.00307,                0.00307,                0.00307
                     72,                 1.7921,                 1.3637,                 2.1615,                0.81317,                0.69079,                 0.7984,                0.60299,                 1.9973,                 1.7243,                 2.2746,               0.002971,               0.002971,               0.002971
                     73,                 1.7813,                 1.3262,                 2.1547,                0.74763,                0.75085,                0.79435,                0.60229,                 2.0014,                 1.7373,                 2.2797,               0.002872,               0.002872,               0.002872
                     74,                 1.7845,                 1.3292,                 2.1519,                0.74696,                0.75882,                0.79674,                0.60217,                 1.9858,                  1.716,                 2.2632,               0.002773,               0.002773,               0.002773
                     75,                 1.7628,                 1.2954,                 2.1341,                0.77097,                0.73456,                0.79631,                0.60245,                 1.9839,                 1.6997,                 2.2704,               0.002674,               0.002674,               0.002674
                     76,                 1.7524,                 1.3092,                 2.1487,                0.78864,                0.72697,                0.79557,                0.60411,                 1.9913,                 1.6859,                 2.2787,               0.002575,               0.002575,               0.002575
                     77,                 1.7534,                  1.281,                 2.1366,                0.76202,                0.74744,                0.79176,                0.60475,                 1.9953,                 1.6787,                 2.2906,               0.002476,               0.002476,               0.002476
                     78,                 1.7385,                 1.2684,                  2.131,                0.77286,                0.73609,                0.79344,                0.60542,                 1.9983,                 1.6963,                 2.2967,               0.002377,               0.002377,               0.002377
                     79,                 1.7349,                 1.2858,                  2.132,                0.78987,                0.72287,                0.79032,                0.60063,                 1.9975,                   1.68,                 2.2945,               0.002278,               0.002278,               0.002278
                     80,                 1.7256,                 1.2527,                  2.121,                0.79869,                0.70767,                0.79156,                0.60198,                 1.9989,                 1.6827,                 2.2973,               0.002179,               0.002179,               0.002179
                     81,                 1.7214,                 1.2515,                 2.1173,                0.79313,                0.70018,                0.79036,                0.60119,                 1.9959,                 1.6904,                 2.2929,                0.00208,                0.00208,                0.00208
                     82,                 1.7031,                 1.2293,                 2.1156,                0.74983,                0.74553,                0.79123,                0.60429,                 1.9892,                 1.7052,                 2.2842,               0.001981,               0.001981,               0.001981
                     83,                 1.6937,                 1.2044,                  2.111,                0.75723,                0.74125,                0.79721,                 0.6097,                  1.986,                 1.6864,                 2.2811,               0.001882,               0.001882,               0.001882
                     84,                 1.7058,                 1.2179,                 2.1181,                0.75265,                0.74548,                0.79815,                0.61108,                 1.9806,                  1.688,                 2.2774,               0.001783,               0.001783,               0.001783
                     85,                 1.6783,                 1.2015,                  2.102,                0.77194,                0.73427,                0.79745,                0.61143,                 1.9904,                 1.6819,                 2.2929,               0.001684,               0.001684,               0.001684
                     86,                 1.6651,                 1.1829,                 2.0988,                 0.7596,                0.74629,                0.79685,                0.60944,                 1.9936,                 1.6982,                 2.2955,               0.001585,               0.001585,               0.001585
                     87,                 1.6699,                 1.1746,                 2.0892,                0.75647,                0.75224,                0.79706,                0.60963,                 1.9938,                 1.7051,                  2.296,               0.001486,               0.001486,               0.001486
                     88,                 1.6417,                 1.1671,                 2.0839,                0.76436,                 0.7492,                0.79811,                0.61151,                 1.9936,                 1.6931,                 2.2991,               0.001387,               0.001387,               0.001387
                     89,                 1.6506,                   1.18,                 2.0822,                0.77259,                0.74587,                0.79914,                0.61239,                 1.9954,                 1.6828,                 2.3024,               0.001288,               0.001288,               0.001288
                     90,                 1.6281,                  1.141,                 2.0811,                0.76585,                0.74869,                0.80207,                 0.6148,                 1.9954,                 1.6858,                 2.3017,               0.001189,               0.001189,               0.001189
                     91,                 1.5257,                0.87814,                 2.0383,                0.77142,                0.74585,                0.80173,                0.61363,                 1.9969,                 1.6939,                 2.3011,                0.00109,                0.00109,                0.00109
                     92,                 1.4891,                0.83715,                 2.0219,                0.77034,                0.74812,                0.80461,                0.61526,                 1.9983,                   1.69,                 2.3019,               0.000991,               0.000991,               0.000991
                     93,                 1.4763,                0.82241,                 2.0089,                 0.7719,                0.74935,                 0.8039,                0.61619,                  1.993,                 1.6928,                 2.3015,               0.000892,               0.000892,               0.000892
                     94,                 1.4532,                 0.8021,                  1.996,                0.79333,                0.74161,                0.80531,                0.61653,                 1.9916,                 1.6964,                 2.3011,               0.000793,               0.000793,               0.000793
                     95,                 1.4481,                0.79985,                 1.9977,                0.78165,                0.74595,                0.80608,                0.61786,                 1.9909,                 1.7038,                 2.3029,               0.000694,               0.000694,               0.000694
                     96,                 1.4304,                0.78579,                 1.9903,                0.78323,                0.74578,                0.80412,                0.61708,                 1.9936,                  1.711,                 2.3075,               0.000595,               0.000595,               0.000595
                     97,                  1.425,                0.77542,                 1.9772,                0.77337,                0.74697,                 0.8033,                 0.6167,                  1.995,                 1.7239,                 2.3091,               0.000496,               0.000496,               0.000496
                     98,                 1.4095,                0.77444,                 1.9792,                0.77238,                0.75211,                0.80407,                0.61636,                 1.9935,                 1.7327,                 2.3106,               0.000397,               0.000397,               0.000397
                     99,                 1.4081,                0.76379,                 1.9819,                0.78299,                0.74639,                0.80483,                 0.6176,                 1.9947,                 1.7351,                 2.3118,               0.000298,               0.000298,               0.000298
                    100,                 1.3936,                0.75289,                 1.9739,                0.77742,                0.74937,                0.80424,                0.61631,                 1.9969,                 1.7332,                 2.3164,               0.000199,               0.000199,               0.000199
