                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.0799,                 1.0787,                 1.3532,                0.67564,                0.62221,                0.68419,                 0.4779,                 1.1181,                 1.1743,                 1.5171,               0.006634,               0.006634,               0.006634
                     36,                 1.0688,                 1.0775,                 1.3518,                  0.684,                0.64186,                0.69911,                0.49335,                 1.1118,                 1.1691,                 1.5257,               0.006535,               0.006535,               0.006535
                     37,                 1.0582,                 1.0627,                 1.3437,                0.68894,                0.61528,                0.69255,                0.48525,                 1.1138,                 1.1784,                 1.5068,               0.006436,               0.006436,               0.006436
                     38,                 1.0594,                 1.0418,                 1.3418,                0.73417,                0.62355,                0.70636,                0.49409,                  1.105,                 1.1434,                 1.5103,               0.006337,               0.006337,               0.006337
                     39,                  1.066,                 1.0376,                 1.3465,                0.71314,                0.64918,                0.71669,                0.50709,                 1.0955,                 1.1425,                 1.5031,               0.006238,               0.006238,               0.006238
                     40,                 1.0525,                 1.0246,                 1.3359,                0.71204,                 0.6537,                0.72125,                0.50046,                 1.1027,                 1.1393,                  1.516,               0.006139,               0.006139,               0.006139
                     41,                 1.0517,                 1.0206,                 1.3379,                0.65094,                0.67705,                0.71556,                0.50251,                 1.1033,                 1.1288,                 1.5162,                0.00604,                0.00604,                0.00604
                     42,                 1.0447,                 1.0117,                 1.3312,                0.72947,                0.63663,                0.71035,                0.50626,                 1.1042,                 1.1307,                 1.5115,               0.005941,               0.005941,               0.005941
                     43,                 1.0391,                0.99434,                 1.3184,                0.71558,                0.65264,                0.72838,                 0.5157,                 1.1028,                 1.1005,                 1.5087,               0.005842,               0.005842,               0.005842
                     44,                 1.0328,                0.98735,                 1.3181,                0.67589,                0.68948,                0.73049,                 0.5182,                 1.0938,                 1.1079,                 1.4969,               0.005743,               0.005743,               0.005743
                     45,                 1.0287,                0.97147,                 1.3198,                0.74291,                0.64314,                0.72834,                0.51696,                  1.098,                   1.09,                 1.5011,               0.005644,               0.005644,               0.005644
                     46,                  1.025,                 0.9643,                 1.3131,                0.68517,                0.68921,                0.73849,                0.52621,                 1.0922,                 1.0927,                 1.4978,               0.005545,               0.005545,               0.005545
                     47,                 1.0267,                0.94939,                 1.3169,                0.70002,                 0.6716,                0.72859,                0.52006,                 1.0961,                 1.0741,                 1.5027,               0.005446,               0.005446,               0.005446
                     48,                 1.0235,                0.94569,                 1.3138,                0.73312,                0.66508,                0.73018,                0.52068,                 1.0918,                 1.0679,                 1.5106,               0.005347,               0.005347,               0.005347
                     49,                 1.0207,                0.93874,                 1.3121,                0.70248,                0.68592,                0.74184,                0.52798,                 1.0897,                 1.0728,                 1.4842,               0.005248,               0.005248,               0.005248
                     50,                 1.0138,                0.93351,                 1.3089,                0.70673,                0.70725,                0.74533,                 0.5282,                 1.0874,                 1.0487,                 1.4904,               0.005149,               0.005149,               0.005149
                     51,                 1.0122,                0.93016,                   1.31,                0.71049,                0.70079,                0.75321,                0.54015,                 1.0875,                 1.0507,                  1.496,                0.00505,                0.00505,                0.00505
                     52,                 1.0032,                0.91262,                 1.2982,                0.67824,                0.71175,                0.75448,                0.53539,                 1.0921,                  1.056,                 1.5065,               0.004951,               0.004951,               0.004951
                     53,                  1.007,                0.91815,                 1.3071,                0.74275,                0.67645,                0.76005,                0.54386,                 1.0832,                 1.0395,                 1.4989,               0.004852,               0.004852,               0.004852
                     54,                 1.0047,                0.89818,                 1.3005,                  0.732,                0.67928,                0.75144,                0.54232,                 1.0667,                 1.0206,                 1.4912,               0.004753,               0.004753,               0.004753
                     55,                 1.0008,                 0.9033,                 1.3016,                0.71663,                0.71739,                0.75176,                 0.5414,                 1.0746,                 1.0238,                 1.4967,               0.004654,               0.004654,               0.004654
                     56,                0.98021,                0.86201,                 1.2829,                0.73749,                0.68064,                0.74342,                0.53417,                 1.0681,                 1.0365,                  1.487,               0.004555,               0.004555,               0.004555
                     57,                0.98436,                0.87853,                   1.29,                0.74152,                0.70955,                0.75837,                0.54514,                 1.0703,                 1.0241,                 1.4875,               0.004456,               0.004456,               0.004456
                     58,                0.98113,                0.86567,                 1.2822,                0.71594,                0.71641,                0.76259,                0.54782,                 1.0711,                 1.0364,                 1.4834,               0.004357,               0.004357,               0.004357
                     59,                0.97879,                 0.8577,                 1.2805,                0.71154,                0.71875,                0.76539,                0.55305,                 1.0684,                 1.0066,                 1.4777,               0.004258,               0.004258,               0.004258
                     60,                0.97283,                0.84913,                 1.2726,                 0.7529,                0.69183,                0.76451,                0.55058,                 1.0704,                 1.0161,                 1.4838,               0.004159,               0.004159,               0.004159
                     61,                0.96507,                0.84849,                 1.2781,                0.73028,                0.70497,                0.75754,                0.54871,                 1.0681,                 1.0202,                 1.4878,                0.00406,                0.00406,                0.00406
                     62,                0.96804,                0.84659,                 1.2765,                0.73554,                0.70398,                0.76735,                 0.5594,                 1.0646,                 1.0011,                 1.4768,               0.003961,               0.003961,               0.003961
                     63,                0.97163,                0.84166,                 1.2744,                0.73864,                0.69561,                0.76129,                0.55466,                 1.0614,                 1.0027,                 1.4824,               0.003862,               0.003862,               0.003862
