                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.0041,                0.91947,                 1.2197,                0.71641,                0.67057,                0.75262,                0.54778,                0.99768,                0.93284,                 1.2432,               0.006634,               0.006634,               0.006634
                     36,                0.99056,                0.90264,                 1.2147,                0.74525,                0.64311,                0.73441,                0.53609,                 1.0134,                0.96269,                 1.2482,               0.006535,               0.006535,               0.006535
                     37,                0.99141,                0.90405,                 1.2124,                0.66142,                0.73108,                0.74559,                0.54814,                 1.0013,                0.93363,                 1.2366,               0.006436,               0.006436,               0.006436
                     38,                0.98374,                0.90613,                  1.209,                0.73383,                0.69591,                0.74917,                 0.5444,                0.98642,                0.91587,                 1.2302,               0.006337,               0.006337,               0.006337
                     39,                0.98803,                0.88786,                 1.2085,                0.72303,                0.69501,                0.76189,                0.56035,                0.99719,                0.91053,                 1.2417,               0.006238,               0.006238,               0.006238
                     40,                0.98018,                0.88336,                 1.2032,                0.76712,                0.68808,                0.75863,                0.55866,                 1.0023,                0.92466,                 1.2503,               0.006139,               0.006139,               0.006139
                     41,                0.97884,                0.88489,                   1.21,                0.76221,                0.69377,                0.76729,                0.57191,                0.98521,                0.88384,                 1.2324,                0.00604,                0.00604,                0.00604
                     42,                0.97052,                0.86525,                 1.2017,                0.74342,                0.70721,                0.75808,                0.56537,                0.98724,                0.90228,                 1.2392,               0.005941,               0.005941,               0.005941
                     43,                0.96915,                0.85832,                 1.2024,                0.78126,                0.69647,                0.77209,                0.57355,                0.99054,                0.89213,                 1.2426,               0.005842,               0.005842,               0.005842
                     44,                0.96265,                0.84749,                 1.1998,                0.74153,                0.71492,                0.77239,                0.57224,                0.99667,                0.92906,                 1.2514,               0.005743,               0.005743,               0.005743
                     45,                0.95313,                 0.8297,                 1.1902,                0.73515,                0.71722,                0.76875,                0.56994,                0.97708,                  0.867,                 1.2337,               0.005644,               0.005644,               0.005644
                     46,                0.95422,                0.83696,                 1.1956,                0.76066,                0.72599,                0.78091,                0.58141,                0.97493,                0.86736,                   1.22,               0.005545,               0.005545,               0.005545
                     47,                0.94662,                0.82619,                 1.1878,                0.75676,                0.72538,                 0.7833,                0.58046,                0.97053,                0.87955,                 1.2274,               0.005446,               0.005446,               0.005446
                     48,                0.94605,                0.80789,                 1.1846,                0.75603,                0.71772,                0.77882,                0.58013,                0.97243,                0.86283,                 1.2334,               0.005347,               0.005347,               0.005347
                     49,                0.93395,                0.80044,                 1.1804,                0.73745,                0.74323,                 0.7769,                0.58021,                0.96718,                0.86142,                 1.2174,               0.005248,               0.005248,               0.005248
                     50,                 0.9381,                0.79776,                 1.1815,                0.78089,                0.71987,                0.79252,                0.58824,                0.96533,                0.83902,                 1.2205,               0.005149,               0.005149,               0.005149
                     51,                0.93621,                0.79708,                 1.1808,                0.76097,                0.72141,                0.78811,                0.58991,                0.97108,                0.84881,                 1.2323,                0.00505,                0.00505,                0.00505
                     52,                0.93985,                0.80006,                 1.1847,                0.78743,                  0.722,                0.78459,                0.58678,                0.96272,                0.84024,                   1.22,               0.004951,               0.004951,               0.004951
                     53,                0.93426,                0.78152,                 1.1776,                 0.7719,                0.73485,                0.79212,                  0.592,                0.95497,                0.83971,                 1.2192,               0.004852,               0.004852,               0.004852
                     54,                0.92158,                0.77345,                 1.1786,                0.76826,                0.74738,                0.79841,                0.59662,                0.95996,                0.82955,                 1.2189,               0.004753,               0.004753,               0.004753
                     55,                0.92549,                0.76939,                 1.1742,                0.77576,                 0.7431,                0.79618,                0.59785,                0.94825,                0.82769,                 1.2126,               0.004654,               0.004654,               0.004654
                     56,                0.91833,                0.75683,                 1.1669,                0.77161,                0.73953,                0.79925,                0.60203,                0.95293,                0.81844,                 1.2109,               0.004555,               0.004555,               0.004555
                     57,                 0.9104,                0.75675,                 1.1664,                0.76367,                0.73769,                 0.7949,                0.60203,                0.94808,                0.81465,                 1.2197,               0.004456,               0.004456,               0.004456
                     58,                0.90922,                0.75096,                 1.1642,                0.77679,                0.73915,                0.79281,                0.59892,                0.94739,                 0.8175,                 1.2074,               0.004357,               0.004357,               0.004357
                     59,                0.90555,                0.73927,                  1.162,                0.77157,                0.73907,                0.79851,                 0.6063,                0.94896,                0.79723,                 1.2205,               0.004258,               0.004258,               0.004258
                     60,                0.90454,                0.73245,                 1.1565,                0.77204,                0.74739,                0.80525,                0.60942,                0.94556,                0.79976,                 1.2121,               0.004159,               0.004159,               0.004159
                     61,                0.90375,                0.72886,                 1.1587,                0.78294,                0.74544,                0.80674,                0.61474,                0.93931,                0.79737,                 1.2006,                0.00406,                0.00406,                0.00406
                     62,                0.89294,                0.71949,                 1.1571,                0.77603,                0.74605,                0.80371,                0.61336,                0.93925,                0.79263,                 1.2037,               0.003961,               0.003961,               0.003961
                     63,                0.89113,                0.72077,                  1.156,                0.77802,                0.75224,                0.80657,                0.61213,                0.94804,                0.79499,                 1.2117,               0.003862,               0.003862,               0.003862
                     64,                 0.8854,                 0.7023,                 1.1546,                0.78097,                0.75409,                 0.8103,                0.61779,                 0.9479,                0.80175,                 1.2092,               0.003763,               0.003763,               0.003763
                     65,                0.88867,                0.70756,                 1.1519,                0.78951,                0.75101,                0.80556,                0.61395,                0.94759,                0.80661,                 1.2093,               0.003664,               0.003664,               0.003664
                     66,                 0.8811,                0.70305,                 1.1496,                0.79963,                0.74349,                0.81198,                0.62093,                0.94315,                0.80413,                 1.2094,               0.003565,               0.003565,               0.003565
                     67,                0.87498,                0.69116,                 1.1464,                0.77455,                  0.759,                0.80687,                0.61524,                0.94485,                0.79175,                 1.2206,               0.003466,               0.003466,               0.003466
                     68,                0.87257,                0.68932,                 1.1406,                 0.7809,                0.75467,                0.80969,                0.61797,                0.93744,                0.79273,                 1.2053,               0.003367,               0.003367,               0.003367
                     69,                0.86695,                0.68071,                 1.1418,                0.78155,                0.75535,                0.81514,                0.62236,                0.93603,                 0.7856,                 1.2091,               0.003268,               0.003268,               0.003268
                     70,                0.86591,                 0.6686,                 1.1382,                0.77325,                0.76816,                0.81361,                0.61981,                0.93113,                0.77249,                  1.205,               0.003169,               0.003169,               0.003169
                     71,                0.86592,                0.67478,                 1.1418,                0.78696,                0.75883,                0.80957,                0.61869,                 0.9341,                0.77743,                 1.2131,                0.00307,                0.00307,                0.00307
                     72,                0.85921,                 0.6682,                 1.1381,                0.79075,                0.75442,                0.81234,                0.61784,                0.93082,                0.77522,                 1.2087,               0.002971,               0.002971,               0.002971
                     73,                0.85514,                0.65608,                 1.1364,                0.77125,                0.76554,                0.80956,                0.62081,                0.93534,                0.78523,                 1.2088,               0.002872,               0.002872,               0.002872
                     74,                 0.8576,                 0.6571,                 1.1356,                0.77984,                 0.7535,                0.80952,                0.61908,                0.93201,                  0.779,                 1.2065,               0.002773,               0.002773,               0.002773
                     75,                0.84521,                0.64429,                 1.1253,                0.77856,                0.76057,                0.81301,                0.62324,                0.92909,                0.77459,                 1.2078,               0.002674,               0.002674,               0.002674
                     76,                0.84695,                0.65421,                  1.136,                0.76629,                0.76929,                 0.8203,                0.63016,                0.92664,                0.76251,                 1.2039,               0.002575,               0.002575,               0.002575
                     77,                0.84301,                0.63179,                 1.1228,                0.79714,                0.74951,                0.81567,                0.62663,                0.92784,                0.75882,                 1.1995,               0.002476,               0.002476,               0.002476
                     78,                0.84061,                 0.6327,                  1.127,                0.76835,                0.78713,                0.81877,                0.62725,                0.92951,                0.75638,                 1.2063,               0.002377,               0.002377,               0.002377
                     79,                0.83202,                0.63498,                 1.1259,                0.80014,                0.75498,                0.82106,                0.62941,                0.93172,                0.75974,                 1.2096,               0.002278,               0.002278,               0.002278
                     80,                0.83372,                0.62821,                 1.1226,                0.79393,                0.75946,                0.82009,                0.62887,                0.93198,                 0.7629,                 1.2115,               0.002179,               0.002179,               0.002179
                     81,                0.83059,                0.62156,                 1.1204,                0.79332,                0.77216,                0.82054,                0.62945,                0.93498,                0.76572,                 1.2076,                0.00208,                0.00208,                0.00208
                     82,                 0.8232,                0.61141,                 1.1139,                0.79144,                 0.7732,                0.81826,                0.62689,                0.93356,                0.76539,                 1.2067,               0.001981,               0.001981,               0.001981
                     83,                0.81986,                0.60391,                 1.1172,                0.77771,                0.78449,                0.82059,                0.62679,                0.93147,                0.76351,                 1.2074,               0.001882,               0.001882,               0.001882
                     84,                0.82198,                0.60772,                 1.1167,                0.81028,                0.76663,                0.82353,                0.62957,                0.93136,                0.75989,                 1.2069,               0.001783,               0.001783,               0.001783
                     85,                0.80983,                 0.5964,                 1.1126,                0.80176,                0.76936,                0.82259,                0.63138,                 0.9319,                0.76424,                 1.2097,               0.001684,               0.001684,               0.001684
                     86,                0.80713,                0.59012,                 1.1078,                0.80415,                0.76767,                0.82296,                0.63201,                0.93383,                 0.7633,                 1.2117,               0.001585,               0.001585,               0.001585
                     87,                0.80995,                0.58699,                  1.107,                0.80951,                0.76163,                0.82295,                0.63116,                0.93195,                0.76305,                 1.2099,               0.001486,               0.001486,               0.001486
                     88,                0.79469,                0.58034,                 1.1009,                0.81886,                0.75407,                 0.8224,                0.63194,                0.93175,                0.76413,                 1.2114,               0.001387,               0.001387,               0.001387
                     89,                0.80107,                0.58437,                 1.1021,                0.82739,                 0.7494,                 0.8235,                0.63257,                0.93182,                 0.7632,                 1.2109,               0.001288,               0.001288,               0.001288
                     90,                0.79221,                0.57433,                 1.0991,                0.82458,                0.75115,                0.82388,                 0.6337,                 0.9326,                 0.7631,                 1.2112,               0.001189,               0.001189,               0.001189
                     91,                0.76326,                0.47189,                 1.0974,                0.81076,                0.76011,                0.82297,                0.63313,                0.93441,                  0.767,                 1.2142,                0.00109,                0.00109,                0.00109
                     92,                0.74568,                 0.4553,                  1.092,                0.80552,                 0.7632,                0.82281,                0.63317,                0.93228,                0.76474,                 1.2147,               0.000991,               0.000991,               0.000991
                     93,                0.74056,                0.44496,                   1.08,                0.80342,                0.76681,                0.82255,                0.63306,                0.92878,                0.75908,                 1.2102,               0.000892,               0.000892,               0.000892
                     94,                0.73599,                0.43654,                 1.0799,                 0.8108,                0.75863,                0.82241,                0.63315,                0.92781,                0.75484,                 1.2092,               0.000793,               0.000793,               0.000793
                     95,                0.73007,                0.43154,                 1.0766,                0.80613,                0.76203,                0.82158,                0.63339,                0.92851,                0.75465,                 1.2093,               0.000694,               0.000694,               0.000694
                     96,                0.72365,                0.42513,                 1.0722,                0.81698,                0.75369,                 0.8221,                0.63326,                0.92824,                0.75733,                 1.2087,               0.000595,               0.000595,               0.000595
                     97,                0.71939,                0.42344,                 1.0675,                0.82262,                0.74879,                0.82222,                0.63216,                0.92849,                0.75843,                 1.2092,               0.000496,               0.000496,               0.000496
                     98,                0.71379,                0.42039,                 1.0665,                0.81879,                0.75142,                 0.8229,                0.63158,                 0.9282,                0.75798,                 1.2088,               0.000397,               0.000397,               0.000397
                     99,                 0.7109,                0.41375,                 1.0679,                0.81738,                0.75678,                0.82363,                0.63285,                0.93028,                0.76029,                 1.2106,               0.000298,               0.000298,               0.000298
                    100,                0.70825,                0.41333,                 1.0639,                0.81452,                0.75662,                0.82401,                0.63333,                0.93211,                0.76207,                 1.2128,               0.000199,               0.000199,               0.000199
